group,math_scores,physics_scores,russian_scores,attendance,age,gender,exam_results
B,3.9,4.1,3.4,8,средние,женский,не сдал
B,3.5,3.9,3.9,1,старшие,мужской,не сдал
B,3.7,4.3,3.9,2,младшие,женский,не сдал
B,3.8,4.3,3.7,1,средние,мужской,сдал
B,4.3,4.2,4.3,6,младшие,мужской,сдал
B,3.9,4.4,3.2,2,старшие,женский,сдал
B,3.4,4.3,3.8,2,старшие,женский,сдал
B,2.7,4.0,4.1,3,младшие,мужской,сдал
B,3.8,4.1,3.7,14,средние,женский,сдал
B,4.1,4.3,4.3,9,средние,мужской,сдал
B,4.1,4.2,3.5,14,средние,женский,сдал
B,3.1,4.2,3.6,19,старшие,женский,сдал
B,4.6,4.4,4.4,9,младшие,женский,не сдал
B,4.1,4.1,4.2,10,средние,мужской,сдал
B,4.1,4.4,4.0,4,старшие,женский,сдал
B,4.7,4.2,3.3,5,младшие,мужской,сдал
B,4.0,4.0,3.7,8,средние,женский,сдал
B,3.4,4.7,3.8,1,средние,мужской,не сдал
B,4.5,4.4,3.8,1,старшие,женский,не сдал
B,3.4,4.4,3.7,15,младшие,женский,не сдал
B,3.2,4.1,3.7,8,младшие,женский,сдал
B,4.0,4.3,4.2,0,младшие,женский,сдал
B,4.1,4.6,3.9,8,средние,мужской,не сдал
B,4.4,4.5,4.2,5,старшие,женский,сдал
B,4.2,3.8,4.5,4,средние,мужской,сдал
B,4.2,4.0,4.0,3,старшие,женский,сдал
B,3.4,4.1,3.9,8,младшие,женский,не сдал
B,3.4,3.9,4.0,4,средние,женский,сдал
B,4.5,4.2,4.2,4,средние,женский,не сдал
B,3.9,4.4,3.9,10,старшие,мужской,сдал
B,4.2,4.1,3.5,1,старшие,мужской,сдал
B,3.0,3.9,4.1,13,средние,мужской,сдал
B,3.5,3.9,4.0,1,младшие,женский,не сдал
B,4.2,4.2,4.2,1,средние,женский,сдал
B,3.3,4.5,3.9,5,младшие,женский,не сдал
B,3.6,4.2,3.5,2,средние,женский,не сдал
B,3.9,4.7,4.0,10,старшие,женский,не сдал
B,3.9,4.3,4.0,7,средние,женский,сдал
B,4.1,4.0,3.9,1,старшие,женский,сдал
B,3.5,4.2,3.8,6,средние,мужской,сдал
B,3.8,4.8,4.0,14,старшие,мужской,сдал
B,3.6,4.0,3.8,0,старшие,женский,не сдал
B,4.4,3.9,4.5,3,средние,женский,сдал
B,4.3,4.4,3.9,0,младшие,женский,сдал
B,4.1,4.1,3.9,34,средние,женский,сдал
B,3.8,4.5,3.5,5,младшие,женский,сдал
B,3.9,4.5,4.3,6,средние,женский,сдал
B,4.3,4.1,3.7,1,младшие,женский,не сдал
B,3.9,4.4,3.6,5,младшие,женский,сдал
B,3.5,4.0,4.3,5,средние,мужской,сдал
B,5.0,4.3,3.9,7,средние,женский,сдал
B,3.9,4.2,3.5,2,старшие,мужской,сдал
B,3.9,4.6,3.9,0,старшие,мужской,сдал
B,4.1,4.2,3.9,5,старшие,женский,не сдал
B,3.7,4.1,4.1,1,старшие,мужской,сдал
B,4.4,4.0,3.5,4,младшие,мужской,сдал
B,4.1,3.9,4.2,13,младшие,мужской,сдал
B,4.0,4.2,4.3,15,средние,мужской,сдал
B,4.1,4.4,3.9,10,старшие,женский,сдал
B,4.7,4.4,3.7,3,младшие,мужской,сдал
B,3.5,3.9,3.3,6,старшие,мужской,сдал
B,4.4,4.1,4.5,1,средние,женский,сдал
B,4.5,3.9,3.7,0,старшие,женский,сдал
B,3.4,4.4,4.2,0,старшие,мужской,сдал
B,4.3,4.0,4.0,10,средние,мужской,сдал
B,4.1,4.5,3.9,1,младшие,женский,сдал
B,4.6,4.2,4.1,9,старшие,женский,сдал
B,4.4,3.9,3.7,0,старшие,женский,сдал
B,3.8,3.9,3.6,9,младшие,женский,не сдал
B,3.5,4.2,4.3,5,средние,женский,не сдал
B,3.4,4.6,4.2,2,старшие,мужской,не сдал
B,3.2,4.4,4.4,7,средние,мужской,сдал
B,3.8,4.3,3.8,2,старшие,женский,сдал
B,3.2,4.0,3.5,2,старшие,женский,сдал
B,4.4,4.1,4.3,6,старшие,женский,сдал
B,4.0,4.4,4.2,9,младшие,женский,сдал
B,3.9,4.2,3.7,3,старшие,мужской,не сдал
B,2.8,4.1,3.8,15,младшие,мужской,сдал
B,5.0,4.2,4.3,2,старшие,мужской,сдал
B,4.1,4.3,4.2,5,средние,женский,сдал
B,4.1,4.2,3.5,2,средние,мужской,не сдал
B,4.3,4.1,4.2,3,средние,женский,сдал
B,4.4,4.0,3.8,5,средние,женский,сдал
B,4.4,3.8,4.2,15,старшие,мужской,сдал
B,4.4,4.1,4.0,2,старшие,мужской,сдал
B,3.1,3.8,3.6,4,старшие,женский,сдал
B,3.6,4.3,3.3,5,старшие,женский,сдал
B,3.6,4.1,3.8,3,средние,женский,не сдал
B,3.5,4.4,3.7,17,старшие,мужской,сдал
B,4.7,3.9,4.2,1,средние,женский,не сдал
B,4.2,4.0,3.8,4,младшие,женский,сдал
B,3.9,4.3,4.4,0,младшие,мужской,сдал
B,4.2,3.9,4.3,1,старшие,мужской,сдал
B,4.1,4.2,3.9,18,средние,женский,сдал
B,4.3,4.2,4.2,2,старшие,мужской,сдал
B,3.8,4.2,4.2,0,средние,женский,не сдал
B,3.7,4.0,4.3,11,средние,женский,сдал
B,4.5,3.8,3.4,0,младшие,женский,сдал
B,4.0,4.4,3.9,6,средние,женский,сдал
B,4.5,3.9,4.1,3,младшие,мужской,сдал
B,4.6,4.3,4.6,10,старшие,мужской,сдал
B,3.5,4.0,3.7,2,младшие,мужской,сдал
B,3.5,4.5,3.8,11,старшие,женский,сдал
B,4.2,4.4,3.9,3,средние,женский,сдал
B,4.4,4.1,3.7,45,средние,женский,сдал
B,3.1,3.6,4.1,5,младшие,мужской,не сдал
B,3.4,3.8,3.6,13,младшие,женский,сдал
B,3.8,4.6,4.4,4,средние,женский,сдал
B,4.1,4.3,4.4,4,старшие,женский,сдал
B,3.5,4.3,4.3,4,младшие,мужской,сдал
B,4.2,4.7,4.0,7,старшие,мужской,сдал
B,4.1,4.0,3.7,9,старшие,женский,сдал
B,3.5,4.2,4.1,24,старшие,мужской,сдал
B,4.6,4.0,3.5,1,младшие,женский,сдал
B,4.2,4.3,4.1,6,младшие,мужской,сдал
B,4.0,4.1,3.6,0,младшие,женский,сдал
B,4.5,4.3,4.2,6,старшие,мужской,не сдал
B,4.6,4.4,4.0,2,младшие,женский,сдал
B,3.4,4.1,4.2,6,младшие,мужской,сдал
B,3.9,4.4,3.9,9,средние,женский,сдал
B,3.9,4.3,4.0,11,старшие,мужской,сдал
B,3.8,4.4,3.6,1,младшие,женский,сдал
B,4.1,4.2,4.0,2,младшие,мужской,сдал
B,3.1,4.3,3.1,5,средние,мужской,сдал
B,4.5,4.5,3.8,3,средние,женский,сдал
B,3.3,3.9,3.9,2,младшие,женский,сдал
B,4.8,4.2,4.0,2,младшие,мужской,не сдал
B,4.3,4.1,4.0,4,средние,женский,не сдал
B,4.5,4.5,4.3,4,старшие,мужской,сдал
B,3.5,4.1,4.5,8,старшие,мужской,не сдал
B,3.1,4.4,3.6,3,старшие,мужской,сдал
B,4.2,3.9,4.1,7,старшие,женский,сдал
B,3.4,3.8,3.9,10,средние,мужской,не сдал
B,4.4,4.2,3.9,5,средние,мужской,не сдал
B,4.5,4.4,3.5,13,старшие,женский,не сдал
B,4.4,4.0,4.1,5,старшие,женский,сдал
B,4.2,4.2,3.5,3,старшие,женский,сдал
B,3.7,4.4,3.7,7,младшие,женский,сдал
B,4.4,4.2,4.3,13,старшие,женский,сдал
B,3.5,4.1,4.0,6,средние,мужской,сдал
B,3.8,4.0,4.2,7,старшие,мужской,сдал
B,4.4,4.4,3.7,0,старшие,женский,сдал
B,4.1,4.6,4.0,15,средние,женский,не сдал
B,4.9,4.4,3.5,0,старшие,мужской,сдал
B,3.3,4.0,3.7,14,старшие,женский,сдал
B,3.7,4.2,3.8,9,старшие,мужской,не сдал
B,3.9,4.2,3.8,20,младшие,мужской,сдал
B,3.2,3.9,4.0,10,младшие,мужской,сдал
B,3.7,4.2,4.0,2,младшие,мужской,сдал
B,3.7,4.2,3.7,2,средние,женский,сдал
B,4.7,4.3,3.9,23,средние,мужской,не сдал
B,4.0,4.1,3.3,4,средние,мужской,сдал
B,3.7,4.4,4.1,0,младшие,мужской,сдал
B,4.2,4.3,3.9,8,старшие,мужской,не сдал
B,3.5,4.2,3.8,2,старшие,женский,не сдал
B,3.6,3.9,3.1,4,старшие,мужской,не сдал
B,4.4,4.3,4.5,4,младшие,мужской,сдал
B,3.9,3.8,3.7,2,младшие,мужской,сдал
B,3.6,4.6,3.8,10,средние,женский,не сдал
B,3.4,4.0,3.9,19,старшие,женский,сдал
B,3.6,4.1,4.4,0,старшие,мужской,сдал
B,3.4,4.1,4.1,16,старшие,мужской,сдал
B,3.5,3.8,3.6,1,средние,женский,сдал
B,3.9,4.4,4.3,26,младшие,мужской,сдал
B,4.2,4.4,4.2,3,младшие,женский,сдал
B,3.9,4.3,4.3,5,младшие,женский,не сдал
B,3.5,4.3,4.0,6,младшие,женский,не сдал
B,3.5,4.0,3.8,2,средние,мужской,сдал
B,3.8,4.1,3.7,10,младшие,женский,сдал
B,3.8,4.3,4.2,5,средние,женский,сдал
B,2.3,4.4,3.7,3,младшие,женский,сдал
B,3.7,4.0,4.1,1,средние,мужской,не сдал
B,4.6,3.9,3.6,1,старшие,женский,сдал
B,3.2,4.2,3.6,0,младшие,женский,сдал
B,3.4,4.4,3.4,0,средние,мужской,не сдал
B,3.8,4.2,4.0,6,младшие,мужской,сдал
B,3.8,4.4,4.1,4,средние,женский,сдал
B,3.6,4.5,3.8,12,младшие,женский,сдал
B,4.3,4.4,3.8,0,старшие,мужской,сдал
B,4.0,4.4,4.2,5,старшие,мужской,сдал
B,3.4,4.4,4.7,6,средние,женский,сдал
B,4.0,4.2,3.9,0,средние,мужской,не сдал
B,3.4,4.6,4.4,10,младшие,женский,не сдал
B,5.0,4.2,3.8,1,младшие,женский,сдал
B,3.4,3.8,3.9,4,младшие,женский,не сдал
B,4.7,4.2,3.9,12,младшие,мужской,сдал
B,3.6,4.4,3.6,2,старшие,мужской,сдал
B,4.5,4.4,3.3,3,старшие,женский,не сдал
B,3.8,4.2,3.3,0,младшие,женский,сдал
B,3.5,4.3,4.3,0,средние,женский,сдал
B,4.2,4.3,3.9,13,старшие,женский,сдал
B,4.0,3.9,3.6,3,младшие,мужской,сдал
B,4.2,4.4,4.2,1,младшие,женский,не сдал
B,3.4,4.1,4.0,1,младшие,мужской,сдал
B,3.5,3.9,3.8,0,старшие,женский,сдал
B,3.3,4.1,3.9,6,младшие,мужской,сдал
B,3.9,4.0,3.2,2,средние,женский,сдал
B,4.1,4.3,3.5,2,средние,женский,сдал
B,3.9,4.0,3.6,0,младшие,женский,сдал
B,3.9,4.0,3.6,4,младшие,мужской,сдал
B,4.6,4.3,3.6,7,средние,мужской,сдал
B,4.2,4.3,4.5,12,средние,женский,сдал
B,4.0,3.9,4.1,0,средние,женский,не сдал
B,4.0,4.3,3.6,8,старшие,мужской,сдал
B,3.9,4.2,4.1,0,средние,мужской,сдал
B,4.5,4.3,3.7,2,младшие,женский,сдал
B,5.0,4.3,4.1,4,младшие,мужской,сдал
B,4.3,4.3,4.3,3,младшие,женский,сдал
B,3.7,4.1,3.9,23,младшие,женский,сдал
B,3.9,3.9,4.2,1,средние,мужской,сдал
B,4.1,4.1,4.4,15,младшие,женский,сдал
B,3.3,4.3,3.7,13,средние,мужской,сдал
B,4.2,4.1,3.5,11,средние,мужской,сдал
B,3.0,4.1,3.5,0,младшие,женский,сдал
B,4.3,4.3,4.1,6,средние,мужской,не сдал
B,3.9,4.1,3.7,2,старшие,женский,сдал
B,3.9,4.4,4.0,11,средние,женский,сдал
B,4.2,4.4,4.1,7,средние,женский,сдал
B,4.1,4.4,4.4,4,младшие,женский,сдал
B,4.6,3.8,4.4,4,средние,мужской,сдал
B,4.1,4.3,3.8,2,младшие,мужской,сдал
B,3.9,4.2,3.6,1,старшие,женский,сдал
B,3.6,4.3,4.2,3,средние,женский,сдал
B,3.5,4.5,3.6,0,старшие,мужской,сдал
B,4.6,3.9,3.4,8,старшие,мужской,сдал
B,3.5,4.5,3.7,0,младшие,мужской,сдал
B,3.8,4.5,4.1,2,младшие,женский,сдал
B,4.1,4.1,3.0,6,старшие,женский,не сдал
B,4.7,4.3,3.6,6,средние,женский,не сдал
B,4.0,4.1,3.5,1,средние,мужской,не сдал
B,3.6,3.7,3.8,13,старшие,женский,сдал
B,4.3,4.2,4.4,0,средние,мужской,сдал
B,4.5,4.2,3.7,16,младшие,мужской,сдал
B,4.2,4.4,3.8,0,средние,женский,сдал
B,3.6,4.0,4.1,17,младшие,женский,сдал
B,4.0,3.9,4.2,2,старшие,мужской,не сдал
B,4.4,4.4,4.4,3,младшие,мужской,не сдал
B,3.8,4.0,3.7,1,старшие,женский,сдал
B,4.2,4.3,4.1,1,младшие,мужской,не сдал
B,3.7,4.2,3.7,0,старшие,мужской,сдал
B,3.9,4.5,3.9,26,старшие,мужской,не сдал
B,4.0,4.2,3.9,9,старшие,женский,сдал
B,3.7,4.3,4.1,12,средние,мужской,сдал
B,4.7,4.1,4.4,10,старшие,мужской,сдал
B,4.6,4.0,3.9,3,средние,женский,сдал
B,4.2,4.1,3.2,3,младшие,женский,сдал
B,2.7,4.4,3.6,0,младшие,женский,сдал
B,4.3,4.3,3.8,2,младшие,мужской,сдал
B,4.2,3.8,3.8,0,младшие,мужской,сдал
B,3.4,4.2,3.9,4,старшие,женский,сдал
B,3.3,4.3,3.6,17,младшие,женский,сдал
B,4.7,4.3,4.1,1,старшие,мужской,сдал
B,3.1,4.2,4.2,9,средние,мужской,сдал
B,3.5,4.5,3.9,3,младшие,женский,сдал
B,4.6,4.0,3.7,8,средние,женский,сдал
B,4.2,4.0,4.5,4,старшие,женский,сдал
B,3.8,4.6,4.2,16,младшие,мужской,сдал
B,4.9,4.4,4.0,5,младшие,женский,не сдал
B,2.9,3.9,4.4,2,младшие,женский,сдал
B,4.4,4.3,4.1,3,младшие,мужской,сдал
B,4.2,4.2,4.2,3,младшие,женский,сдал
B,3.5,4.2,3.9,18,младшие,мужской,сдал
B,4.0,3.8,3.4,34,средние,мужской,не сдал
B,3.5,4.1,3.5,5,средние,женский,сдал
B,4.2,4.3,3.8,3,средние,мужской,сдал
B,3.9,4.2,4.0,7,старшие,женский,сдал
B,3.9,4.2,3.9,15,средние,мужской,не сдал
B,3.8,4.3,4.1,7,младшие,женский,сдал
B,4.5,3.9,4.0,24,старшие,женский,сдал
B,4.7,4.2,4.0,12,средние,женский,сдал
B,4.2,4.1,3.8,15,младшие,женский,сдал
B,4.4,3.9,4.0,2,средние,женский,сдал
B,3.6,4.2,3.7,11,старшие,женский,не сдал
B,3.6,4.0,3.4,2,старшие,женский,не сдал
B,4.3,4.1,3.5,21,средние,мужской,сдал
B,3.6,4.4,3.9,3,младшие,мужской,сдал
B,3.6,3.9,4.0,0,младшие,мужской,сдал
B,4.3,3.9,4.0,3,средние,женский,сдал
B,3.7,3.9,3.5,1,старшие,женский,не сдал
B,4.5,4.6,3.6,7,младшие,женский,не сдал
B,4.5,4.0,4.5,7,средние,женский,сдал
B,3.6,4.1,4.1,5,младшие,женский,сдал
B,4.1,4.1,3.8,1,старшие,женский,сдал
B,4.4,4.3,3.9,2,младшие,женский,сдал
B,4.4,4.0,3.8,2,старшие,мужской,сдал
B,4.9,4.4,4.1,4,младшие,женский,сдал
B,4.2,4.5,3.9,2,средние,мужской,сдал
B,4.6,4.3,4.1,19,старшие,мужской,сдал
B,3.9,4.4,3.6,11,старшие,женский,сдал
B,4.0,4.2,3.8,0,средние,женский,сдал
B,4.2,4.1,3.7,2,старшие,женский,не сдал
B,4.6,4.2,3.7,0,старшие,женский,сдал
B,4.1,4.1,4.2,11,младшие,женский,сдал
B,3.9,4.2,3.7,7,младшие,мужской,сдал
B,4.2,4.0,3.3,31,средние,мужской,не сдал
B,4.6,4.2,4.2,7,старшие,женский,сдал
B,4.7,3.9,3.7,0,старшие,мужской,сдал
B,3.6,4.1,3.8,7,старшие,мужской,сдал
B,4.9,3.9,3.8,8,младшие,мужской,сдал
B,3.3,4.3,4.3,3,старшие,мужской,сдал
B,4.3,4.2,4.4,22,младшие,мужской,сдал
B,3.9,4.3,3.6,12,младшие,женский,не сдал
B,4.6,3.8,3.8,4,средние,женский,сдал
B,4.7,4.3,3.6,0,старшие,мужской,сдал
B,4.6,4.4,3.8,6,младшие,мужской,сдал
B,3.7,4.5,3.9,9,старшие,женский,не сдал
B,3.9,4.4,3.5,2,младшие,мужской,сдал
B,3.9,4.1,4.1,1,младшие,женский,сдал
B,4.0,4.0,3.9,2,младшие,женский,не сдал
B,3.8,4.4,4.1,6,младшие,женский,сдал
B,4.2,4.2,3.7,21,младшие,женский,сдал
B,4.7,4.3,4.1,10,младшие,мужской,не сдал
B,3.0,4.2,4.3,0,средние,мужской,сдал
B,3.9,4.4,4.0,6,младшие,женский,сдал
B,3.2,4.2,3.8,1,старшие,мужской,не сдал
B,4.0,4.0,3.9,11,старшие,женский,сдал
B,3.9,4.1,3.7,22,старшие,женский,не сдал
B,3.8,4.2,3.9,3,средние,мужской,сдал
B,4.6,4.3,3.9,10,старшие,мужской,сдал
B,4.0,4.0,4.2,5,младшие,женский,не сдал
B,4.3,4.0,3.7,1,средние,женский,сдал
B,3.2,4.1,4.0,13,средние,мужской,сдал
B,4.2,4.2,4.0,14,младшие,женский,сдал
B,3.8,4.5,4.3,12,младшие,женский,сдал
B,4.0,4.4,3.7,9,младшие,мужской,сдал
B,3.8,4.3,4.2,8,средние,мужской,сдал
B,3.7,4.2,3.9,0,средние,женский,сдал
B,4.0,4.3,3.6,0,средние,женский,не сдал
B,4.7,4.7,3.0,1,старшие,женский,сдал
B,3.5,3.9,4.1,3,младшие,женский,не сдал
B,4.8,4.2,3.8,5,младшие,женский,сдал
B,4.1,4.0,3.7,15,средние,женский,сдал
B,4.4,4.3,3.3,25,младшие,женский,сдал
B,4.6,4.2,3.9,12,старшие,женский,сдал
B,4.3,3.8,3.8,30,младшие,мужской,сдал
B,3.6,4.1,4.0,24,младшие,женский,сдал
B,4.5,4.2,4.4,15,младшие,женский,сдал
B,4.6,4.1,3.6,6,младшие,женский,сдал
B,3.7,4.3,3.9,3,младшие,женский,сдал
B,4.0,4.2,3.7,9,средние,мужской,сдал
B,4.3,4.1,4.4,2,старшие,мужской,сдал
B,3.7,3.9,3.4,6,младшие,мужской,сдал
B,4.0,4.2,4.1,2,младшие,мужской,не сдал
B,4.3,4.0,4.2,9,младшие,женский,сдал
B,2.6,4.0,4.1,0,старшие,женский,не сдал
B,5.0,4.3,4.3,8,старшие,мужской,не сдал
B,3.4,4.1,4.8,0,средние,женский,сдал
B,3.4,4.6,3.7,31,младшие,женский,сдал
B,5.0,4.2,3.1,6,младшие,мужской,не сдал
B,3.4,4.3,3.8,4,старшие,мужской,сдал
B,4.2,4.2,4.1,6,старшие,женский,сдал
B,4.4,4.1,3.9,2,старшие,мужской,сдал
B,4.1,4.2,4.0,5,средние,мужской,сдал
B,3.0,4.4,3.9,10,средние,мужской,сдал
B,4.2,4.3,3.8,0,младшие,мужской,сдал
B,4.4,3.9,3.5,5,младшие,мужской,сдал
B,4.6,4.0,3.3,3,средние,женский,сдал
B,3.3,4.3,4.3,1,младшие,мужской,сдал
B,3.6,4.1,4.3,2,старшие,женский,сдал
B,3.6,4.2,4.0,4,средние,женский,сдал
B,4.5,4.4,4.1,3,старшие,мужской,сдал
B,3.9,4.4,4.6,8,старшие,мужской,сдал
B,4.2,3.9,3.6,17,средние,мужской,сдал
B,3.9,4.2,3.9,7,старшие,мужской,сдал
B,3.1,4.2,3.7,13,средние,женский,сдал
B,3.4,4.1,4.0,4,младшие,женский,не сдал
B,4.3,4.0,4.0,0,младшие,женский,не сдал
B,4.2,4.3,3.7,11,старшие,женский,сдал
B,4.0,4.5,4.3,2,средние,мужской,сдал
B,3.6,4.2,3.6,12,младшие,женский,сдал
B,3.4,4.1,4.3,22,средние,женский,сдал
B,4.3,4.0,3.8,9,средние,женский,не сдал
B,4.1,4.2,3.9,6,младшие,мужской,сдал
B,3.6,4.3,3.8,1,средние,женский,сдал
B,4.3,4.5,3.5,6,младшие,мужской,не сдал
B,2.7,4.6,3.7,13,младшие,мужской,сдал
B,4.4,4.0,3.3,12,младшие,женский,сдал
B,3.4,4.2,3.9,1,старшие,женский,сдал
B,4.2,4.2,3.8,1,младшие,мужской,не сдал
B,3.8,4.5,4.0,4,старшие,мужской,сдал
B,3.7,3.9,4.0,6,младшие,женский,сдал
B,3.4,4.1,4.0,2,средние,мужской,сдал
B,4.0,4.0,4.0,10,младшие,мужской,сдал
B,4.3,4.2,3.6,4,младшие,мужской,не сдал
B,4.3,4.0,4.3,1,средние,мужской,сдал
B,4.1,3.9,3.5,2,средние,женский,сдал
B,3.9,4.0,3.6,0,младшие,женский,сдал
B,3.6,4.5,4.1,21,средние,мужской,сдал
B,3.6,4.3,3.3,12,средние,мужской,не сдал
B,5.0,4.3,3.8,1,старшие,мужской,не сдал
B,3.2,4.2,4.3,13,средние,мужской,не сдал
B,4.5,4.0,4.4,13,средние,женский,не сдал
B,4.1,4.0,4.0,3,средние,женский,сдал
B,3.6,4.3,3.8,3,младшие,мужской,сдал
B,4.0,4.5,3.9,2,старшие,мужской,не сдал
B,3.9,4.3,4.1,29,младшие,мужской,сдал
B,4.7,4.4,4.0,0,младшие,мужской,сдал
B,3.9,4.2,4.6,0,младшие,мужской,не сдал
B,4.6,4.5,4.1,18,старшие,женский,не сдал
B,2.7,4.2,3.7,6,младшие,женский,не сдал
B,3.5,4.1,3.7,1,старшие,мужской,не сдал
B,5.0,3.9,3.8,11,младшие,женский,сдал
B,3.3,4.2,3.7,0,средние,мужской,сдал
B,4.4,4.2,3.8,10,младшие,мужской,сдал
B,4.7,4.2,3.9,8,средние,женский,сдал
B,3.9,4.1,4.1,7,средние,женский,сдал
B,4.0,4.1,4.1,5,старшие,мужской,не сдал
B,4.3,4.3,3.6,9,старшие,мужской,сдал
B,4.4,4.6,3.8,2,старшие,женский,сдал
B,3.1,4.0,3.6,5,средние,женский,сдал
B,4.6,4.0,4.5,5,младшие,женский,не сдал
B,3.8,4.1,3.6,2,старшие,мужской,сдал
B,4.7,4.3,4.4,7,старшие,мужской,сдал
B,4.9,4.6,4.0,35,средние,женский,сдал
B,5.0,4.3,3.9,6,старшие,женский,сдал
B,4.5,4.1,3.7,5,средние,мужской,сдал
B,3.6,4.4,3.7,0,младшие,женский,сдал
B,3.8,3.9,3.8,10,младшие,женский,сдал
B,4.0,4.0,3.7,5,средние,женский,сдал
B,3.2,4.2,4.1,0,младшие,женский,сдал
B,4.1,4.2,3.5,3,средние,мужской,сдал
B,4.0,3.9,4.3,10,старшие,женский,не сдал
B,2.7,4.0,3.4,9,средние,мужской,сдал
B,4.2,4.4,3.5,6,старшие,мужской,сдал
B,3.1,4.0,3.9,1,средние,женский,не сдал
B,3.8,4.3,3.9,0,младшие,женский,сдал
B,3.5,4.0,3.6,5,младшие,мужской,сдал
B,4.3,4.2,3.6,0,младшие,мужской,сдал
B,4.6,4.4,4.5,2,средние,женский,сдал
B,3.7,4.1,3.4,4,старшие,мужской,сдал
B,3.6,4.3,4.2,2,младшие,мужской,сдал
B,4.9,3.8,4.0,0,младшие,мужской,сдал
B,3.7,4.2,4.0,3,средние,мужской,сдал
B,4.1,4.2,4.1,5,младшие,мужской,сдал
B,5.0,4.2,3.9,15,младшие,женский,сдал
B,5.0,4.7,4.1,17,младшие,мужской,не сдал
B,3.5,4.1,3.5,0,младшие,мужской,сдал
B,4.0,4.1,3.7,3,средние,женский,сдал
B,3.8,4.1,4.0,8,младшие,мужской,сдал
B,3.7,4.4,4.0,1,средние,мужской,сдал
B,3.5,4.3,3.5,9,младшие,женский,сдал
B,3.4,3.9,4.6,9,старшие,мужской,сдал
B,3.2,4.2,4.5,10,младшие,мужской,не сдал
B,4.5,4.1,4.6,3,средние,женский,сдал
B,3.9,4.1,3.9,1,старшие,мужской,сдал
B,3.4,4.2,4.2,0,младшие,мужской,сдал
B,3.4,4.2,3.6,0,средние,женский,сдал
B,4.7,4.2,3.7,1,младшие,мужской,сдал
B,4.3,4.3,4.3,13,старшие,мужской,сдал
B,4.2,4.2,4.1,7,старшие,женский,сдал
B,3.2,3.8,4.0,18,средние,мужской,сдал
B,4.1,4.1,4.0,6,средние,женский,сдал
B,3.6,4.1,3.3,0,старшие,мужской,сдал
B,3.4,4.1,3.9,0,младшие,женский,сдал
B,3.0,4.2,3.8,4,старшие,мужской,сдал
B,4.6,4.2,4.2,5,старшие,женский,не сдал
B,3.4,4.5,3.9,5,средние,мужской,не сдал
B,3.9,4.3,3.9,8,старшие,мужской,сдал
B,4.8,4.1,3.3,7,младшие,женский,сдал
B,3.9,4.1,3.8,1,средние,женский,сдал
B,3.8,4.2,3.5,7,средние,женский,сдал
B,3.7,4.3,3.7,4,младшие,женский,сдал
B,4.0,4.2,4.2,6,средние,женский,сдал
B,4.8,4.4,3.8,1,старшие,мужской,не сдал
B,3.9,3.9,4.2,3,старшие,мужской,сдал
B,3.9,4.1,4.1,3,младшие,женский,сдал
B,4.7,4.2,4.0,7,младшие,женский,сдал
B,3.0,4.3,4.2,2,старшие,женский,сдал
B,4.6,4.1,4.1,1,младшие,мужской,сдал
B,3.7,4.0,3.5,16,средние,женский,сдал
B,4.8,4.5,3.7,6,младшие,мужской,не сдал
B,3.8,4.2,3.7,2,старшие,мужской,не сдал
B,4.3,4.4,3.6,0,старшие,женский,сдал
B,4.2,4.4,4.0,7,старшие,женский,сдал
B,4.3,4.0,4.2,10,средние,мужской,сдал
B,3.7,3.8,3.7,1,старшие,мужской,сдал
B,4.2,4.1,3.9,20,младшие,женский,сдал
B,4.4,4.4,4.3,23,старшие,женский,сдал
B,4.0,3.8,4.1,15,младшие,мужской,сдал
B,3.9,4.2,4.1,39,младшие,женский,не сдал
B,5.0,4.4,4.0,0,старшие,мужской,не сдал
B,4.6,4.9,4.3,12,младшие,женский,сдал
B,3.7,4.3,3.5,0,средние,женский,сдал
B,4.1,4.3,4.1,7,старшие,мужской,сдал
B,4.2,4.2,3.7,0,старшие,женский,сдал
B,3.8,4.5,3.6,6,младшие,женский,сдал
B,4.1,4.1,3.8,0,средние,мужской,не сдал
B,2.6,4.4,4.1,2,младшие,женский,сдал
B,3.7,4.2,3.4,1,младшие,женский,сдал
B,3.4,4.0,4.1,12,средние,мужской,сдал
B,4.0,4.3,3.7,11,младшие,женский,сдал
B,3.6,3.8,3.9,5,младшие,женский,сдал
B,3.7,4.2,3.7,10,старшие,женский,сдал
B,4.2,4.2,3.9,8,младшие,женский,сдал
B,4.3,4.3,3.7,11,старшие,женский,сдал
B,4.6,4.2,3.6,0,средние,мужской,сдал
B,3.9,4.3,4.0,4,младшие,женский,сдал
B,3.8,4.5,4.2,9,средние,женский,не сдал
B,3.1,4.1,4.1,9,младшие,женский,сдал
B,4.3,4.3,3.6,28,средние,женский,не сдал
B,4.0,4.4,4.0,21,средние,мужской,сдал
B,3.7,4.2,4.0,4,младшие,женский,сдал
B,4.9,4.4,3.6,0,младшие,мужской,не сдал
B,4.0,4.3,4.0,2,средние,женский,сдал
B,3.4,4.2,3.5,10,средние,женский,сдал
B,5.0,3.9,3.4,13,младшие,женский,сдал
B,5.0,4.0,3.5,2,младшие,женский,сдал
B,4.2,4.1,3.8,10,младшие,женский,сдал
B,4.4,4.3,3.9,8,старшие,мужской,не сдал
B,3.5,4.5,4.3,9,младшие,женский,сдал
